tick,timestamp_s,frame_fresh,last_gate_passed,next_gate_index,body_forward_elevation_rad,body_vx_m_s,body_vy_m_s,body_vz_m_s,debug_world_x_m,debug_world_y_m,debug_world_z_m,debug_world_yaw_rad,command_source,mode,confidence,bearing_h_rad,bearing_v_rad,distance_m,pixel_x,pixel_y,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,thrust_norm,rc_throttle,rc_roll,rc_pitch,rc_yaw,rc_arm
4400,4.400000,0,-1,0,-0.237121,4.372386,-1.716756,1.331170,5.681361,-0.579094,1.010567,0.297809,learned,detected,0.882464,0.186969,0.119759,3.777971,380.537,141.493,0.047947,-0.040188,-0.382222,0.614605,1615,1517,1514,1366,1800
4420,4.420000,0,-1,0,-0.250990,4.389387,-1.636456,1.384868,5.778568,-0.588455,1.011576,0.278418,learned,detected,0.882464,0.186969,0.119759,3.777971,380.537,141.493,0.057463,-0.042539,-0.366525,0.613969,1614,1520,1515,1372,1800
4422,4.422000,1,-1,0,-0.252582,4.390423,-1.630554,1.390497,5.788292,-0.589403,1.011677,0.276884,learned,detected,0.889313,0.127409,0.110413,3.711082,360.993,144.523,0.070260,-0.042209,-0.355794,0.604610,1605,1525,1515,1375,1800
4440,4.440000,0,-1,0,-0.243646,4.425121,-1.586771,1.345880,5.875844,-0.598028,1.012567,0.263163,learned,detected,0.889313,0.127409,0.110413,3.711082,360.993,144.523,0.050974,-0.044874,-0.369690,0.613784,1614,1518,1516,1371,1800
4455,4.455000,1,-1,0,-0.241894,4.435565,-1.562823,1.340368,5.948825,-0.605351,1.013319,0.256431,learned,detected,0.895194,0.106524,0.150756,3.597132,354.217,131.389,0.053529,-0.046708,-0.348908,0.605836,1606,1519,1516,1378,1800
4460,4.460000,0,-1,0,-0.247832,4.429578,-1.559202,1.368534,5.973152,-0.607823,1.013574,0.255712,learned,detected,0.895194,0.106524,0.150756,3.597132,354.217,131.389,0.053404,-0.048333,-0.356404,0.613516,1614,1519,1517,1375,1800
4480,4.480000,0,-1,0,-0.253012,4.429869,-1.563890,1.388130,6.070535,-0.617859,1.014586,0.253884,learned,detected,0.895194,0.106524,0.150756,3.597132,354.217,131.389,0.057041,-0.048569,-0.359141,0.613107,1613,1520,1517,1374,1800
4488,4.488000,1,-1,0,-0.243290,4.443201,-1.568698,1.348894,6.109522,-0.621934,1.014999,0.253075,learned,detected,0.914178,0.084125,0.163683,3.513239,346.984,127.148,0.058514,-0.048108,-0.349985,0.609337,1609,1520,1517,1378,1800
4500,4.500000,0,-1,0,-0.241320,4.440481,-1.579366,1.343748,6.168007,-0.628119,1.015599,0.254664,learned,detected,0.914178,0.084125,0.163683,3.513239,346.984,127.148,0.055128,-0.048710,-0.353579,0.613923,1614,1519,1517,1376,1800
4520,4.520000,0,-1,0,-0.257035,4.409286,-1.619834,1.413845,6.265503,-0.638630,1.016595,0.262598,learned,detected,0.914178,0.084125,0.163683,3.513239,346.984,127.148,0.058595,-0.049055,-0.358473,0.610596,1611,1521,1517,1375,1800
4521,4.521000,1,-1,0,-0.256505,4.409425,-1.622122,1.411772,6.270380,-0.639161,1.016643,0.262915,learned,detected,0.919701,0.078353,0.160853,3.378525,345.124,128.079,0.060003,-0.049134,-0.358264,0.610242,1610,1521,1517,1375,1800
4540,4.540000,0,-1,0,-0.238446,4.418551,-1.663524,1.345598,6.363080,-0.649362,1.017590,0.269220,learned,detected,0.919701,0.078353,0.160853,3.378525,345.124,128.079,0.051990,-0.047282,-0.365652,0.612696,1613,1518,1517,1372,1800
4554,4.554000,1,-1,0,-0.249276,4.387552,-1.703774,1.404344,6.431387,-0.657032,1.018288,0.278451,learned,detected,0.917852,0.084418,0.154456,3.199385,347.078,130.177,0.055926,-0.046768,-0.368941,0.612171,1612,1520,1516,1371,1800
4560,4.560000,0,-1,0,-0.253262,4.375958,-1.725043,1.420364,6.460674,-0.660361,1.018588,0.282619,learned,detected,0.917852,0.084418,0.154456,3.199385,347.078,130.177,0.057212,-0.045896,-0.369662,0.609216,1609,1520,1516,1371,1800
4580,4.580000,0,-1,0,-0.235296,4.376509,-1.793142,1.353714,6.558360,-0.671612,1.019594,0.293490,learned,detected,0.917852,0.084418,0.154456,3.199385,347.078,130.177,0.049588,-0.043688,-0.381176,0.610982,1611,1517,1515,1367,1800
4587,4.587000,1,-1,0,-0.233741,4.367196,-1.815855,1.353118,6.592561,-0.675613,1.019945,0.298315,learned,detected,0.916695,0.100614,0.151307,3.014571,352.306,131.209,0.047300,-0.043205,-0.385653,0.614135,1614,1517,1515,1365,1800
4600,4.600000,0,-1,0,-0.247043,4.328993,-1.864721,1.426260,6.656093,-0.683145,1.020623,0.310103,learned,detected,0.916695,0.100614,0.151307,3.014571,352.306,131.209,0.056576,-0.041673,-0.380402,0.607397,1607,1520,1515,1367,1800
4620,4.620000,1,-1,0,-0.237265,4.314975,-1.951320,1.391638,6.753986,-0.694971,1.021676,0.324776,learned,detected,0.916695,0.100614,0.151307,3.014571,352.306,131.209,0.050460,-0.039186,-0.394934,0.606951,1607,1518,1514,1362,1800
4640,4.640000,0,-1,0,-0.234862,4.280769,-2.031307,1.404813,6.852016,-0.707091,1.022746,0.341557,reactive_fallback,detected,0.916695,0.100614,0.151307,3.014571,352.306,131.209,0.032281,0.000000,0.202912,0.895279,1895,1511,1500,1571,1800
4653,4.653000,1,-1,0,-0.246326,4.243108,-2.091272,1.462121,6.915814,-0.715144,1.023457,0.354744,reactive_fallback,detected,0.910585,0.123138,0.155757,2.803902,359.605,129.751,0.039245,0.000000,0.246682,0.898617,1899,1514,1500,1586,1800
4660,4.660000,0,-1,0,-0.241990,4.240220,-2.125269,1.454913,6.950228,-0.719533,1.023873,0.360095,reactive_fallback,detected,0.910585,0.123138,0.155757,2.803902,359.605,129.751,0.039245,0.000000,0.246682,0.898617,1899,1514,1500,1586,1800
4680,4.680000,0,-1,0,-0.224461,4.239369,-2.210673,1.398147,7.048857,-0.732307,1.025127,0.373165,reactive_fallback,detected,0.910585,0.123138,0.155757,2.803902,359.605,129.751,0.039245,0.000000,0.246682,0.898617,1899,1514,1500,1586,1800
4686,4.686000,1,-1,0,-0.228541,4.227185,-2.233651,1.429203,7.078516,-0.736212,1.025530,0.378066,reactive_fallback,detected,0.900230,0.145462,0.164667,2.614561,366.879,126.825,0.045832,0.000000,0.288089,0.905299,1905,1516,1500,1601,1800
4700,4.700000,0,-1,0,-0.238885,4.203328,-2.286823,1.479038,7.147900,-0.745462,1.026456,0.388374,reactive_fallback,detected,0.900230,0.145462,0.164667,2.614561,366.879,126.825,0.045832,0.000000,0.288089,0.905299,1905,1516,1500,1601,1800
4719,4.719000,1,-1,0,-0.223683,4.222437,-2.350159,1.427679,7.242508,-0.758294,1.027765,0.394466,reactive_fallback,detected,0.891686,0.166900,0.154761,2.440121,373.909,130.077,0.052088,0.000000,0.327409,0.897870,1898,1518,1500,1615,1800
4720,4.720000,0,-1,0,-0.222975,4.223193,-2.352751,1.424875,7.247500,-0.758979,1.027832,0.394702,reactive_fallback,detected,0.891686,0.166900,0.154761,2.440121,373.909,130.077,0.052088,0.000000,0.327409,0.897870,1898,1518,1500,1615,1800
4740,4.740000,0,-1,0,-0.230753,4.215019,-2.397379,1.481876,7.347623,-0.772887,1.029254,0.401078,reactive_fallback,detected,0.891686,0.166900,0.154761,2.440121,373.909,130.077,0.052088,0.000000,0.327409,0.897870,1898,1518,1500,1615,1800
4752,4.752000,1,-1,0,-0.233784,4.220366,-2.419447,1.501206,7.407989,-0.781424,1.030106,0.402702,reactive_fallback,detected,0.885989,0.180234,0.141782,2.272262,378.308,134.323,0.055890,0.000000,0.351309,0.888136,1888,1520,1500,1623,1800
4760,4.760000,0,-1,0,-0.228630,4.238770,-2.433190,1.486987,7.448383,-0.787194,1.030722,0.401781,reactive_fallback,detected,0.885989,0.180234,0.141782,2.272262,378.308,134.323,0.055890,0.000000,0.351309,0.888136,1888,1520,1500,1623,1800
4780,4.780000,0,-1,0,-0.225113,4.272176,-2.451400,1.485766,7.549850,-0.801913,1.032253,0.398507,reactive_fallback,detected,0.885989,0.180234,0.141782,2.272262,378.308,134.323,0.055890,0.000000,0.351309,0.888136,1888,1520,1500,1623,1800
4785,4.785000,1,-1,0,-0.228684,4.276744,-2.453866,1.506440,7.575329,-0.805664,1.032659,0.397890,reactive_fallback,commit,0.657272,0.169641,0.133412,2.093511,374.812,137.053,0.009756,0.000000,0.061325,0.881859,1882,1503,1500,1521,1800
4800,4.800000,0,-1,0,-0.234202,4.302766,-2.458119,1.539505,7.652068,-0.817081,1.033855,0.393917,reactive_fallback,commit,0.657272,0.169641,0.133412,2.093511,374.812,137.053,0.009756,0.000000,0.061325,0.881859,1882,1503,1500,1521,1800
4818,4.818000,1,-1,0,-0.226804,4.364353,-2.462729,1.516757,7.744856,-0.831128,1.035405,0.385039,reactive_fallback,commit,0.653574,0.139269,0.125861,1.964764,364.856,139.510,0.007964,0.000000,0.050062,0.876195,1876,1503,1500,1518,1800
4820,4.820000,0,-1,0,-0.226786,4.369857,-2.462697,1.517906,7.755213,-0.832714,1.035578,0.384131,reactive_fallback,commit,0.653574,0.139269,0.125861,1.964764,364.856,139.510,0.007964,0.000000,0.050062,0.876195,1876,1503,1500,1518,1800
4840,4.840000,0,-1,0,-0.235929,4.416928,-2.461473,1.577556,7.859345,-0.848856,1.037386,0.376435,reactive_fallback,commit,0.653574,0.139269,0.125861,1.964764,364.856,139.510,0.007964,0.000000,0.050062,0.876195,1876,1503,1500,1518,1800
4851,4.851000,1,-1,0,-0.235459,4.454172,-2.463439,1.584710,7.917092,-0.857956,1.038405,0.371352,reactive_fallback,commit,0.656824,0.092319,0.105755,1.806385,349.626,146.032,0.005306,0.000000,0.033350,0.861116,1861,1502,1500,1512,1800
4860,4.860000,0,-1,0,-0.232508,4.488418,-2.467061,1.575918,7.964604,-0.865521,1.039257,0.366910,reactive_fallback,commit,0.656824,0.092319,0.105755,1.806385,349.626,146.032,0.005306,0.000000,0.033350,0.861116,1861,1502,1500,1512,1800
4880,4.880000,0,-1,0,-0.236574,4.544186,-2.474899,1.603983,8.070997,-0.882725,1.041153,0.359439,reactive_fallback,commit,0.656824,0.092319,0.105755,1.806385,349.626,146.032,0.005306,0.000000,0.033350,0.861116,1861,1502,1500,1512,1800
4884,4.884000,1,-1,0,-0.238451,4.553579,-2.476362,1.614672,8.092408,-0.886228,1.041530,0.358237,reactive_fallback,commit,0.656824,0.092319,0.105755,1.806385,349.626,146.032,0.005306,0.000000,0.033350,0.861116,1861,1502,1500,1512,1800
4900,4.900000,0,-1,0,-0.239137,4.601214,-2.482879,1.627810,8.178495,-0.900437,1.043026,0.352710,reactive_fallback,commit,0.656824,0.092319,0.105755,1.806385,349.626,146.032,0.005306,0.000000,0.033350,0.861116,1861,1502,1500,1512,1800
4917,4.917000,1,-1,0,-0.235104,4.653909,-2.493866,1.614651,8.270706,-0.915875,1.044603,0.346775,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000436,0.004007,0.816702,1817,1500,1500,1501,1800
4920,4.920000,0,-1,0,-0.235642,4.660649,-2.496007,1.617969,8.287051,-0.918636,1.044881,0.345999,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000448,0.004007,0.816702,1817,1500,1500,1501,1800
4940,4.940000,0,-1,0,-0.242380,4.698602,-2.507298,1.654286,8.396550,-0.937298,1.046688,0.341837,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000599,0.004007,0.816702,1817,1500,1500,1501,1800
4950,4.950000,1,-1,0,-0.240747,4.722800,-2.511760,1.649364,8.451618,-0.946779,1.047552,0.339283,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000562,0.004007,0.816702,1817,1500,1500,1501,1800
4960,4.960000,0,-1,0,-0.238409,4.745334,-2.517128,1.639990,8.506869,-0.956354,1.048400,0.336839,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000510,0.004007,0.816702,1817,1500,1500,1501,1800
4980,4.980000,0,-1,0,-0.244422,4.769003,-2.528707,1.672997,8.617863,-0.975780,1.050072,0.334269,reactive_fallback,commit,0.685406,0.010630,0.046537,1.505272,323.402,165.097,0.000638,-0.000644,0.004007,0.816702,1817,1500,1500,1501,1800
4983,4.983000,1,-1,0,-0.245202,4.772761,-2.530228,1.678059,8.634568,-0.978722,1.050321,0.333937,reactive_fallback,commit,0.720286,-0.009375,0.001562,1.362776,317.000,179.500,-0.000591,0.000000,-0.003714,0.782971,1783,1500,1500,1499,1800
5000,5.000000,0,-1,0,-0.242599,4.803607,-2.537923,1.673390,8.729506,-0.995533,1.051713,0.331276,reactive_fallback,commit,0.720286,-0.009375,0.001562,1.362776,317.000,179.500,-0.000591,0.000000,-0.003714,0.782971,1783,1500,1500,1499,1800
5016,5.016000,1,-1,0,-0.242072,4.822360,-2.548971,1.670889,8.819208,-1.011562,1.052974,0.329550,reactive_fallback,commit,0.723776,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000622,0.782971,1783,1500,1500,1500,1800
5020,5.020000,0,-1,0,-0.243422,4.824058,-2.552201,1.676760,8.841677,-1.015599,1.053283,0.329414,reactive_fallback,commit,0.723776,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000622,0.782971,1783,1500,1500,1500,1800
5040,5.040000,0,-1,0,-0.245733,4.839670,-2.564663,1.690895,8.954274,-1.035936,1.054816,0.328380,reactive_fallback,commit,0.723776,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000622,0.782971,1783,1500,1500,1500,1800
5049,5.049000,1,-1,0,-0.242800,4.852103,-2.568863,1.681003,9.005076,-1.045167,1.055502,0.327467,reactive_fallback,commit,0.725049,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000623,0.782971,1783,1500,1500,1500,1800
5060,5.060000,0,-1,0,-0.242726,4.860026,-2.575682,1.684444,9.067267,-1.056520,1.056339,0.327009,reactive_fallback,commit,0.725049,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000623,0.782971,1783,1500,1500,1500,1800
5080,5.080000,0,-1,0,-0.248566,4.865520,-2.591697,1.715732,9.180624,-1.077355,1.057861,0.327353,reactive_fallback,commit,0.725049,-0.001562,0.001562,1.352113,319.500,179.500,-0.000099,0.000000,-0.000623,0.782971,1783,1500,1500,1500,1800
5082,5.082000,1,-1,0,-0.248391,4.867456,-2.593180,1.715345,9.191982,-1.079451,1.058013,0.327284,reactive_fallback,commit,0.758752,-0.001562,0.001562,1.352113,319.500,179.500,-0.000104,0.000000,-0.000652,0.782971,1783,1500,1500,1500,1800
5100,5.100000,0,-1,0,-0.243794,4.888208,-2.603314,1.702505,9.294372,-1.098415,1.059382,0.326299,reactive_fallback,commit,0.758752,-0.001562,0.001562,1.352113,319.500,179.500,-0.000104,0.000000,-0.000652,0.782971,1783,1500,1500,1500,1800
5115,5.115000,1,-1,0,-0.247066,4.891946,-2.614942,1.723479,9.379915,-1.114369,1.060524,0.326703,reactive_fallback,commit,0.863159,-0.001562,0.001562,1.352113,319.500,179.500,-0.000118,0.000000,-0.000742,0.782971,1783,1500,1500,1500,1800
5120,5.120000,0,-1,0,-0.248735,4.892527,-2.619906,1.731730,9.408474,-1.119718,1.060904,0.326953,reactive_fallback,commit,0.863159,-0.001562,0.001562,1.352113,319.500,179.500,-0.000118,0.000000,-0.000742,0.782971,1783,1500,1500,1500,1800
5140,5.140000,0,-1,0,-0.246408,4.910551,-2.637274,1.723096,9.522952,-1.141243,1.062425,0.326659,reactive_fallback,commit,0.863159,-0.001562,0.001562,1.352113,319.500,179.500,-0.000118,0.000000,-0.000742,0.782971,1783,1500,1500,1500,1800
5148,5.148000,1,-1,0,-0.244436,4.918416,-2.642505,1.716950,9.568842,-1.149910,1.063033,0.326420,reactive_fallback,commit,1.000000,-0.001562,0.001562,1.352113,319.500,179.500,-0.000137,0.000000,-0.000859,0.782971,1783,1500,1500,1500,1800
5160,5.160000,0,-1,0,-0.246381,4.921302,-2.652093,1.729502,9.637773,-1.162977,1.063946,0.326842,reactive_fallback,commit,1.000000,-0.001562,0.001562,1.352113,319.500,179.500,-0.000137,0.000000,-0.000859,0.782971,1783,1500,1500,1500,1800
5180,5.180000,0,-1,0,-0.248999,4.929157,-2.670387,1.742013,9.752924,-1.184914,1.065465,0.327461,reactive_fallback,commit,1.000000,-0.001562,0.001562,1.352113,319.500,179.500,-0.000137,0.000000,-0.000859,0.782971,1783,1500,1500,1500,1800
5181,5.181000,1,-1,0,-0.248790,4.930141,-2.671139,1.741115,9.758691,-1.186016,1.065541,0.327439,reactive_fallback,commit,1.000000,-0.001562,0.001562,1.352113,319.500,179.500,-0.000137,0.000000,-0.000859,0.782971,1783,1500,1500,1500,1800
5200,5.200000,0,-1,0,-0.246651,4.944182,-2.682284,1.737533,9.868405,-1.207021,1.066983,0.327312,reactive_fallback,commit,1.000000,-0.001562,0.001562,1.352113,319.500,179.500,-0.000137,0.000000,-0.000859,0.782971,1783,1500,1500,1500,1800
5214,5.214000,1,-1,0,-0.250060,4.945814,-2.691633,1.758246,9.949422,-1.222598,1.068043,0.328001,reactive_fallback,detected,0.691898,0.116400,-0.004781,4.362008,357.417,181.530,0.028188,-0.041742,0.177181,0.778213,1778,1510,1515,1562,1800
5220,5.220000,0,-1,0,-0.251090,4.947614,-2.696265,1.763913,9.984191,-1.229299,1.068497,0.328236,reactive_fallback,detected,0.691898,0.116400,-0.004781,4.362008,357.417,181.530,0.028188,-0.042243,0.177181,0.778213,1778,1510,1515,1562,1800
5240,5.240000,0,-1,0,-0.248021,4.964358,-2.708939,1.751535,10.100296,-1.251729,1.070003,0.327919,reactive_fallback,detected,0.691898,0.116400,-0.004781,4.362008,357.417,181.530,0.028188,-0.040750,0.177181,0.778213,1778,1510,1514,1562,1800
5247,5.247000,1,-1,0,-0.247551,4.968584,-2.711728,1.751542,10.140998,-1.259614,1.070527,0.327802,reactive_fallback,detected,0.691898,0.116400,-0.004781,4.362008,357.417,181.530,0.028188,-0.040521,0.177181,0.778213,1778,1510,1514,1562,1800
5260,5.260000,0,-1,0,-0.250358,4.970639,-2.715183,1.771021,10.216669,-1.274306,1.071499,0.327915,reactive_fallback,detected,0.691898,0.116400,-0.004781,4.362008,357.417,181.530,0.028188,-0.041887,0.177181,0.778213,1778,1510,1515,1562,1800
5280,5.280000,1,-1,0,-0.251716,4.982559,-2.719917,1.781456,10.333313,-1.297032,1.072988,0.326880,reactive_fallback,detected,0.686604,0.108470,-0.006287,4.251858,354.847,182.012,0.026066,-0.041770,0.163846,0.777084,1777,1509,1515,1557,1800
5300,5.300000,0,-1,0,-0.250829,4.999857,-2.719072,1.779557,10.450225,-1.319900,1.074474,0.324483,reactive_fallback,detected,0.686604,0.108470,-0.006287,4.251858,354.847,182.012,0.026066,-0.041354,0.163846,0.777084,1777,1509,1514,1557,1800
5313,5.313000,1,-1,0,-0.253430,5.006982,-2.714249,1.796507,10.526348,-1.334840,1.075437,0.322879,reactive_fallback,detected,0.683453,0.096261,-0.001656,4.170188,350.899,180.530,0.023026,-0.039666,0.144737,0.780557,1781,1508,1514,1551,1800
5320,5.320000,0,-1,0,-0.254269,5.012527,-2.711556,1.801796,10.567383,-1.342909,1.075954,0.321763,reactive_fallback,detected,0.683453,0.096261,-0.001656,4.170188,350.899,180.530,0.023026,-0.040053,0.144737,0.780557,1781,1508,1514,1551,1800
5340,5.340000,0,-1,0,-0.254584,5.033854,-2.704356,1.800420,10.684805,-1.366056,1.077435,0.317673,reactive_fallback,detected,0.683453,0.096261,-0.001656,4.170188,350.899,180.530,0.023026,-0.040198,0.144737,0.780557,1781,1508,1514,1551,1800
5346,5.346000,1,-1,0,-0.254734,5.040484,-2.700692,1.801017,10.720082,-1.373024,1.077880,0.316316,reactive_fallback,detected,0.678173,0.081658,-0.000074,4.064012,346.189,180.024,0.019382,-0.038415,0.121832,0.781744,1782,1507,1513,1543,1800
5360,5.360000,0,-1,0,-0.255909,5.054969,-2.689502,1.808969,10.802485,-1.389324,1.078920,0.313093,reactive_fallback,detected,0.678173,0.081658,-0.000074,4.064012,346.189,180.024,0.019382,-0.038941,0.121832,0.781744,1782,1507,1514,1543,1800
5379,5.379000,1,-1,0,-0.257652,5.075446,-2.674550,1.818067,10.914521,-1.411536,1.080330,0.308481,reactive_fallback,detected,0.939666,-0.100506,0.003554,7.066047,287.729,178.863,-0.033055,-0.106468,-0.207772,0.784465,1784,1488,1537,1427,1800
5380,5.380000,0,-1,0,-0.257702,5.076613,-2.673759,1.818275,10.920425,-1.412708,1.080404,0.308228,reactive_fallback,detected,0.939666,-0.100506,0.003554,7.066047,287.729,178.863,-0.033055,-0.106530,-0.207772,0.784465,1784,1488,1537,1427,1800
5400,5.400000,0,-1,0,-0.260387,5.096734,-2.656389,1.833848,11.038627,-1.436201,1.081888,0.303491,reactive_fallback,detected,0.939666,-0.100506,0.003554,7.066047,287.729,178.863,-0.033055,-0.109892,-0.207772,0.784465,1784,1488,1538,1427,1800
5412,5.412000,1,-1,0,-0.263266,5.106347,-2.647230,1.850631,11.109682,-1.450347,1.082778,0.301159,reactive_fallback,detected,0.938793,-0.125369,0.007207,6.839109,279.670,177.694,-0.041193,-0.104271,-0.258930,0.787204,1787,1486,1536,1409,1800
5420,5.420000,0,-1,0,-0.264246,5.114081,-2.643360,1.855764,11.157112,-1.459797,1.083371,0.299720,reactive_fallback,detected,0.938793,-0.125369,0.007207,6.839109,279.670,177.694,-0.041193,-0.105446,-0.258930,0.787204,1787,1486,1537,1409,1800
5440,5.440000,0,-1,0,-0.265887,5.131728,-2.639167,1.865396,11.275904,-1.483482,1.084854,0.297248,reactive_fallback,detected,0.938793,-0.125369,0.007207,6.839109,279.670,177.694,-0.041193,-0.107412,-0.258930,0.787204,1787,1486,1538,1409,1800
5445,5.445000,1,-1,0,-0.266660,5.134649,-2.638889,1.871057,11.305651,-1.489416,1.085224,0.297017,reactive_fallback,detected,0.942140,-0.148373,0.013741,6.672784,272.169,175.603,-0.048926,-0.094878,-0.307534,0.792105,1792,1483,1533,1392,1800
5460,5.460000,0,-1,0,-0.269118,5.141223,-2.643716,1.888130,11.395016,-1.507243,1.086337,0.297250,reactive_fallback,detected,0.942140,-0.148373,0.013741,6.672784,272.169,175.603,-0.048926,-0.097659,-0.307534,0.792105,1792,1483,1534,1392,1800
5478,5.478000,1,-1,0,-0.270078,5.148571,-2.661801,1.895565,11.502516,-1.528685,1.087676,0.299182,reactive_fallback,detected,0.938118,-0.169806,0.017912,6.438835,265.134,174.267,-0.055754,-0.086919,-0.350456,0.795234,1795,1480,1530,1377,1800
5480,5.480000,0,-1,0,-0.270155,5.149081,-2.664250,1.896567,11.514478,-1.531069,1.087825,0.299530,reactive_fallback,detected,0.938118,-0.169806,0.017912,6.438835,265.134,174.267,-0.055754,-0.086999,-0.350456,0.795234,1795,1480,1530,1377,1800
5500,5.500000,0,-1,0,-0.272251,5.147759,-2.695508,1.915801,11.634305,-1.554939,1.089316,0.304762,reactive_fallback,detected,0.938118,-0.169806,0.017912,6.438835,265.134,174.267,-0.055754,-0.089191,-0.350456,0.795234,1795,1480,1531,1377,1800
5511,5.511000,1,-1,0,-0.273270,5.144385,-2.722135,1.920939,11.700373,-1.568078,1.090137,0.308831,reactive_fallback,detected,0.937331,-0.180136,0.023158,6.254962,261.725,172.588,-0.059096,-0.080455,-0.371464,0.799168,1799,1479,1528,1370,1800
5520,5.520000,0,-1,0,-0.273377,5.141314,-2.745584,1.922835,11.754515,-1.578827,1.090808,0.312691,reactive_fallback,detected,0.937331,-0.180136,0.023158,6.254962,261.725,172.588,-0.059096,-0.080561,-0.371464,0.799168,1799,1479,1528,1370,1800
5540,5.540000,0,-1,0,-0.273245,5.129049,-2.797121,1.941727,11.875114,-1.602695,1.092301,0.323228,reactive_fallback,detected,0.937331,-0.180136,0.023158,6.254962,261.725,172.588,-0.059096,-0.080430,-0.371464,0.799168,1799,1479,1528,1370,1800
5544,5.544000,1,-1,0,-0.273734,5.124669,-2.809525,1.947957,11.899281,-1.607466,1.092600,0.325731,reactive_fallback,detected,0.936702,-0.184681,0.025749,6.080770,260.221,171.758,-0.060547,-0.075004,-0.380581,0.801111,1801,1479,1526,1367,1800
5560,5.560000,0,-1,0,-0.275337,5.105390,-2.870755,1.961010,11.996116,-1.626547,1.093793,0.336654,reactive_fallback,detected,0.936702,-0.184681,0.025749,6.080770,260.221,171.758,-0.060547,-0.076528,-0.380581,0.801111,1801,1479,1527,1367,1800
5577,5.577000,1,-1,0,-0.274061,5.085899,-2.939280,1.962965,12.099300,-1.646781,1.095060,0.349318,reactive_fallback,detected,0.930225,-0.183957,0.031123,5.870267,260.461,170.037,-0.059893,-0.066654,-0.376467,0.805142,1805,1479,1523,1368,1800
5580,5.580000,0,-1,0,-0.273827,5.081874,-2.950857,1.965090,12.117540,-1.650345,1.095283,0.351702,reactive_fallback,detected,0.930225,-0.183957,0.031123,5.870267,260.461,170.037,-0.059893,-0.066444,-0.376467,0.805142,1805,1479,1523,1368,1800
5600,5.600000,0,-1,0,-0.274087,5.047826,-3.037235,1.983344,12.239375,-1.674063,1.096773,0.368870,reactive_fallback,detected,0.930225,-0.183957,0.031123,5.870267,260.461,170.037,-0.059893,-0.066678,-0.376467,0.805142,1805,1479,1523,1368,1800
5610,5.610000,1,-1,0,-0.273688,5.029950,-3.086421,1.983836,12.300452,-1.685887,1.097518,0.377926,reactive_fallback,detected,0.929718,-0.177570,0.032825,5.713170,262.573,169.492,-0.057781,-0.063029,-0.363197,0.806418,1806,1480,1522,1373,1800
5620,5.620000,0,-1,0,-0.272493,5.012215,-3.133448,1.984777,12.361633,-1.697677,1.098262,0.387161,reactive_fallback,detected,0.929718,-0.177570,0.032825,5.713170,262.573,169.492,-0.057781,-0.061980,-0.363197,0.806418,1806,1480,1522,1373,1800
5640,5.640000,0,-1,0,-0.272100,4.968695,-3.224093,2.008690,12.484304,-1.721152,1.099750,0.406723,reactive_fallback,detected,0.929718,-0.177570,0.032825,5.713170,262.573,169.492,-0.057781,-0.061634,-0.363197,0.806418,1806,1480,1522,1373,1800
5643,5.643000,1,-1,0,-0.272248,4.961440,-3.238978,2.011872,12.502741,-1.724661,1.099973,0.409761,reactive_fallback,detected,0.920207,-0.167024,0.034729,5.500112,266.050,168.882,-0.053794,-0.057366,-0.338133,0.807846,1808,1481,1520,1382,1800
5660,5.660000,0,-1,0,-0.271193,4.923013,-3.327713,2.012617,12.607397,-1.744482,1.101232,0.426847,reactive_fallback,detected,0.920207,-0.167024,0.034729,5.500112,266.050,168.882,-0.053794,-0.056481,-0.338133,0.807846,1808,1481,1520,1382,1800
5676,5.676000,1,-1,0,-0.269293,4.886701,-3.403390,2.019537,12.706171,-1.763012,1.102417,0.442902,reactive_fallback,detected,0.923139,-0.154997,0.037482,5.333333,270.000,168.000,-0.050079,-0.051434,-0.314784,0.809911,1810,1482,1518,1390,1800
5680,5.680000,0,-1,0,-0.269193,4.876639,-3.421427,2.024638,12.730905,-1.767624,1.102713,0.446983,reactive_fallback,detected,0.923139,-0.154997,0.037482,5.333333,270.000,168.000,-0.050079,-0.051352,-0.314784,0.809911,1810,1482,1518,1390,1800
5700,5.700000,0,-1,0,-0.268552,4.826505,-3.518936,2.035669,12.854822,-1.790563,1.104192,0.467269,reactive_fallback,detected,0.923139,-0.154997,0.037482,5.333333,270.000,168.000,-0.050079,-0.050826,-0.314784,0.809911,1810,1482,1518,1390,1800
